number,value,datetime_start,datetime_complete,duration,params_box,params_cls,params_dfl,params_fliplr,params_flipud,params_hsv_h,params_hsv_s,params_hsv_v,params_lr0,params_lrf,params_mixup,params_momentum,params_mosaic,params_warmup_epochs,params_weight_decay,state
49,0.9548485871751808,2026-03-29 02:00:44.964885,2026-03-29 02:21:31.011601,0 days 00:20:46.046716,0.07282322883508024,0.47213172521667607,1.183882562515737,0.5665682903642782,0.28804603331200684,0.01801970834322973,0.6869186723671075,0.4190428843010031,0.02054062408907383,0.06924481155644782,0.13616611818842278,0.7998683216742247,0.5589169290591779,0.07400026783544122,0.00014158946535970543,COMPLETE
50,0.9585408264511073,2026-03-29 02:21:31.011601,2026-03-29 02:42:27.923988,0 days 00:20:56.912387,0.06725396857075769,0.4360086420267071,1.3009821951243048,0.6185075238729169,0.29852205261978965,0.00021340548261852485,0.7195228873430016,0.3678670177880587,0.00029974966892213527,0.09779534336806542,0.11699084275352835,0.837853302809059,0.5898150134794656,1.8952855976099632,0.00027513791478711325,COMPLETE
51,0.9485954061436124,2026-03-29 02:42:27.925992,2026-03-29 03:03:24.734277,0 days 00:20:56.808285,0.053610683601241334,0.5583462046358657,1.233500250372735,0.5124602999380693,0.03191606158290368,0.002518680556603526,0.7557372738859254,0.2255344590597072,0.029562671210632094,0.1650550036480747,0.08156904724667169,0.7724380885217403,0.6309461968906288,2.0344332533851346,2.7963042519509503e-05,COMPLETE
52,0.9426435960034387,2026-03-29 03:03:24.747274,2026-03-29 03:24:11.455829,0 days 00:20:46.708555,0.061961171946983945,0.4546628407771772,1.3544033995386324,0.3175536183555449,0.2625723260975865,0.014066334062878159,0.741181764426783,0.26244034890485385,0.04418133474105126,0.20497498285245974,0.0382799090199904,0.7493111083538634,0.6061392427308415,1.7890911599148507,1.4955979142152493e-05,COMPLETE
53,0.9551643526451514,2026-03-29 03:24:11.473519,2026-03-29 03:45:04.304724,0 days 00:20:52.831205,0.07084286099842521,0.34959755789392855,1.327481023967874,0.48939467418605537,0.24273638976730466,0.00951852378664017,0.792315135515793,0.29457248143559794,0.048142555351333945,0.1323539796034706,0.06407482785822262,0.8689495448217994,0.5820253671767684,1.6130669923205152,0.00018202095871415374,COMPLETE
54,0.9504303482724165,2026-03-29 03:45:04.343705,2026-03-29 04:06:04.070024,0 days 00:20:59.726319,0.09218070062955296,0.4229668586270504,1.2667643362161507,0.5505303831568582,0.2325526736114231,0.020107392410627208,0.6513082927307602,0.563715241790059,0.010860202198673459,0.09749851848893731,0.09532335785762218,0.7852645087957923,0.5552689541566403,2.1180581231982405,2.1287073989484344e-05,COMPLETE
55,0.9602185214104694,2026-03-29 04:06:04.084024,2026-03-29 04:27:03.138859,0 days 00:20:59.054835,0.05454085861920254,0.5085486851696506,1.2197489013777891,0.6824926487944172,0.2739923095503335,0.023932035547605757,0.7013837042928294,0.21638022340624813,0.032690225631329645,0.05027389388034421,0.10633586972734896,0.737701392649043,0.5035307890536166,2.3416909147296803,1.1140907050224957e-05,COMPLETE
56,0.9497952971793221,2026-03-29 04:27:03.170447,2026-03-29 04:47:52.738306,0 days 00:20:49.567859,0.08518207531797921,0.525201556688355,1.2080363689088405,0.6948949392265364,0.2756637100806793,0.024081236848057495,0.6161647949414644,0.22510377904089243,0.025350629587802178,0.050062544828692976,0.10868143191346236,0.7044042643238321,0.5048857938074731,1.5519694541572537,0.000648876333768559,COMPLETE
57,0.9525122976758885,2026-03-29 04:47:52.753940,2026-03-29 05:08:46.964431,0 days 00:20:54.210491,0.0779762780124418,0.536572285461611,0.9884406628216335,0.6566615488745385,0.28831411488663156,0.027098535460429632,0.6871816366121746,0.28268563962135673,0.03192904887163601,0.06555049993477823,0.147268442112804,0.7415982116598795,0.5183568616587202,2.257722393066709,1.0224446355240408e-05,COMPLETE
58,0.960984245871947,2026-03-29 05:08:46.980379,2026-03-29 09:49:00.067154,0 days 04:40:13.086775,0.05468204956610229,0.5063050409997244,1.118472707841976,0.4680469493606124,0.2600421440132827,0.01623198694025811,0.3946176976927466,0.34065872807330316,0.020034829576367024,0.0958945430483106,0.29543351521239264,0.7157469784797678,0.5313260374825746,2.571631247590307,9.032604821746167e-05,COMPLETE
59,0.9435273591665405,2026-03-29 09:49:00.078900,2026-03-29 10:07:29.791734,0 days 00:18:29.712834,0.06670681108168511,0.27780180775193203,1.1154494982033123,0.5291931132729185,0.2604750518594262,0.016364058963401023,0.372231035073453,0.3385039511635339,0.01309803213651748,0.08956877121173641,0.2750790926858466,0.955573054272552,0.5346184706992563,2.586963698507824,0.00010110489241395319,COMPLETE
60,0.9486621760678143,2026-03-29 10:07:29.804690,2026-03-29 10:26:10.408390,0 days 00:18:40.603700,0.09997058470109031,0.5030421352884774,1.0698796190794593,0.4930803632560719,0.22715201900421003,0.006449227302419661,0.2640410097730492,0.49176257363378323,0.02041177614562003,0.11839503316626998,0.22396231708049757,0.7201684394404725,0.5544442535671424,2.968832852926432,5.607994766776955e-05,COMPLETE
61,0.9596695998485709,2026-03-29 10:26:10.417782,2026-03-29 10:44:50.106210,0 days 00:18:39.688428,0.05495449479146577,0.5097304303839417,1.166898525997785,0.6589735075425687,0.2713296110184766,0.0330922895762871,0.3761973115531543,0.3960018123334569,0.015526795403083216,0.07667036764100246,0.18724928056237697,0.7166475961051338,0.5275568699166104,2.3954913551280383,0.00011786384697177702,COMPLETE
62,0.951786632707317,2026-03-29 10:44:50.114837,2026-03-29 11:03:31.051740,0 days 00:18:40.936903,0.06065353578587754,0.540168131821589,1.1324790675642682,0.46749624626471326,0.25851473025333294,0.021811381787860185,0.40598061070697544,0.30906140975742874,0.03522787119142491,0.10335048094177948,0.1252829841421913,0.7351457979229479,0.5071313700540783,2.3011233252697965,7.158734205762451e-05,COMPLETE
63,0.9579536055810933,2026-03-29 11:03:31.060968,2026-03-29 12:23:04.756798,0 days 01:19:33.695830,0.05550057562702082,0.49523664190089356,1.0335501558203823,0.45134566455906877,0.21792859642157153,0.017520999045854996,0.5733853041826225,0.25226391388087327,0.019028447183813045,0.06685758512999435,0.2628741715232876,0.7798600475285333,0.57287521605143,2.589097264483691,0.00016615175168834063,COMPLETE
64,0.9562648077064134,2026-03-29 12:23:04.771839,2026-03-29 14:04:49.589838,0 days 01:41:44.817999,0.11582094244450925,0.4608144206759744,1.2261739607977395,0.63807618467796,0.19720190207719163,0.012273757705226065,0.5154068952795603,0.2197539766815823,0.02671982735203074,0.05282683308101503,0.07852103569024167,0.8264469134713923,0.5995395061938326,1.9642783654401752,8.569384154947714e-05,COMPLETE
65,0.9535145761500234,2026-03-29 14:04:49.603866,2026-03-29 15:33:06.608225,0 days 01:28:17.004359,0.06510423628947246,0.546541417384642,1.1992694621144981,0.34194411386638984,0.24914163105366735,0.015719783249682748,0.33002813965870326,0.3473779186857031,0.004505443431133186,0.15052523280352084,0.10559372479804296,0.7314440630570223,0.5475539272274007,1.7368877938450265,1.601726913697237e-05,COMPLETE
66,0.950877114840475,2026-03-29 15:33:06.615884,2026-03-29 15:51:56.447211,0 days 00:18:49.831327,0.0703451093610165,0.4751305679742838,1.0968363317749101,0.5871833583722906,0.28764933007050764,0.022465748916686575,0.46434976475467443,0.2553229564943147,0.02305595965927199,0.0919277806174388,0.29668704464606793,0.7002524934162706,0.5635602042606264,1.3848685697258967,2.4960430378681852e-05,COMPLETE
67,0.9514412293916533,2026-03-29 15:51:56.461477,2026-03-29 17:11:04.327844,0 days 01:19:07.866367,0.07494809220558413,0.5857618460692487,1.2510129712536298,0.4737014438885035,0.24042671715159813,0.02015890527393008,0.6670730368633656,0.44058479210539925,0.00010373593779098829,0.28435832294840807,0.1575194882445163,0.7626427010998997,0.7737511183482757,2.492602582387562,1.1890028046680741e-05,COMPLETE
68,0.9466437428914863,2026-03-29 17:11:04.343687,2026-03-29 17:30:37.758678,0 days 00:19:33.414991,0.1226978256031113,0.514536679573506,0.8548174016984196,0.42221474697711786,0.2712757022110857,0.02776241313331949,0.7049170810413845,0.30552316403623325,0.002706408001308126,0.10856018339411784,0.0945176223582444,0.7103548522643344,0.633486987554763,1.8640795783334567,0.00022876986276323914,COMPLETE
69,0.9595579085172684,2026-03-29 17:30:37.771774,2026-03-29 18:21:15.377801,0 days 00:50:37.606027,0.10845441818061521,0.29691205981567426,1.1332642656572507,0.6760710463663352,0.29428037650172056,0.024198554912123187,0.728454749667241,0.2764940196158381,0.03742085560412346,0.1289342930050686,0.07438452875776601,0.8465049713943709,0.5837233385477546,2.1211209696820417,0.0001191187845454817,COMPLETE
70,0.957612059373292,2026-03-29 18:21:15.393437,2026-03-29 23:13:22.386101,0 days 04:52:06.992664,0.05326301562381492,0.3185978698852299,1.3047014027507968,0.5603999313788437,0.2800237694091178,0.01397794132582425,0.5433731670569197,0.6507756348845695,0.012729812575844733,0.0730213029164437,0.04662392579690734,0.7429911245177854,0.6612926353841195,2.7647250341539102,1.8749429794384205e-05,COMPLETE
71,0.9572202549168797,2026-03-29 23:13:22.435611,2026-03-29 23:32:48.168592,0 days 00:19:25.732981,0.062420851401451836,0.3405246440472875,1.3351976851331437,0.30190690305420753,0.2630836145698536,0.008482499808212696,0.7595181940545214,0.2138644050021067,0.048622463400687405,0.22422799987043315,0.029342038662449752,0.7570793041451811,0.6058849533547299,1.9318704309223804,1.2594398845776935e-05,COMPLETE
72,0.9532884379136148,2026-03-29 23:32:48.208591,2026-03-30 10:53:41.587613,0 days 11:20:53.379022,0.050755598230908305,0.36085290109133955,1.2803314594306061,0.333651365612344,0.24654837980777938,0.010478969198143924,0.773047067657683,0.24100979547711165,0.030927298158709888,0.18132294435200444,0.059371152406341964,0.8632502887676756,0.5373537929162289,0.6178310876963897,1.5039628783490876e-05,COMPLETE
73,0.9535688040394125,2026-03-30 10:53:41.633250,2026-03-30 11:15:58.721747,0 days 00:22:17.088497,0.05937435998518216,0.37273998445044726,1.2354757291445546,0.30953971612507897,0.23421419381838535,0.017878737310487218,0.20204017005979488,0.20973264709977724,0.027739240880839726,0.0855586011434954,0.08471732914288568,0.7475043273365662,0.7098486053095747,2.1248272082419373,1.3622163103792187e-05,COMPLETE
74,0.9606096363941453,2026-03-30 11:15:58.734026,2026-03-30 11:42:56.901714,0 days 00:26:58.167688,0.05682396503176217,0.31028430415715724,1.3708496821853207,0.35477354139862327,0.26647033109862595,0.011538506034669788,0.7435873488948594,0.2388563460475846,0.03583614595071281,0.06274400686327067,0.0676286513645912,0.7738949429303241,0.7451184409180985,2.335419366767285,3.057926943574496e-05,COMPLETE
75,0.9524859769765577,2026-03-30 11:42:56.913776,2026-03-30 12:04:32.867439,0 days 00:21:35.953663,0.0566684817719256,0.30673497605537015,1.423679973801797,0.35519882706676076,0.21684106741272632,0.011917210405780584,0.740976567796815,0.26236726010400807,0.01978950185401479,0.057543704071541905,0.06973399446214289,0.7776914944906057,0.906019885745791,2.311733304413963,3.190675558912598e-05,COMPLETE
76,0.9560271034683729,2026-03-30 12:04:32.919040,2026-03-30 12:55:54.113928,0 days 00:51:21.194888,0.06431329344730367,0.39502941107123885,1.3694003999821909,0.3309538581634241,0.08787161187786453,0.005053489695167513,0.6349295264355772,0.2898583480303636,0.016813723048054983,0.07797895803017454,0.08923909658734358,0.7901608175640733,0.7562703333589974,1.796952331382038,2.079397028077754e-05,COMPLETE
77,0.9587654286178229,2026-03-30 12:55:54.129745,2026-03-30 13:14:59.565144,0 days 00:19:05.435399,0.05979168532110816,0.3246514790020627,1.257850941025916,0.5029664839224891,0.153636359693098,0.019217978693741304,0.6712610314864377,0.23159123645217455,0.037878181003840675,0.10825800540637243,0.11409295843586986,0.7712714133715806,0.8359899871681276,2.425508599630589,4.683127502694197e-05,COMPLETE
78,0.9522555991589267,2026-03-30 13:14:59.580958,2026-03-30 13:33:51.374050,0 days 00:18:51.793092,0.06928234151262305,0.2865352553595502,1.3933493115438864,0.370802682357631,0.2684716958504631,0.01563584260292871,0.6993825050754578,0.20118500599040468,0.00020254649359187284,0.13852774028786308,0.09994826294322395,0.8139389362222528,0.7396754486885998,1.24723325571286,2.498856254619782e-05,COMPLETE
79,0.9471254406699376,2026-03-30 13:33:51.394779,2026-03-30 13:52:51.569516,0 days 00:19:00.174737,0.07442954394268558,0.31301237398060966,1.1686622430923066,0.6063985572300715,0.2815165791091645,0.013435962541405293,0.782806805324773,0.24915033210335233,0.023402013340245876,0.4225460123258702,0.21260922223588347,0.8019863972498392,0.5197622207103502,2.514798764483354,3.866267064538637e-05,COMPLETE
80,0.957824809947137,2026-03-30 13:52:51.569516,2026-03-30 14:12:10.651344,0 days 00:19:19.081828,0.054221941253985835,0.5662870415382674,1.306028811636289,0.3129249684587233,0.2545528621250535,0.02546953345850477,0.7210723070596257,0.3185366870908075,0.007276622229904209,0.06406385544044203,0.07596423429574349,0.8918101870651525,0.8098013769230699,2.65611048034838,0.00013517788601886713,COMPLETE
81,0.9603629432655894,2026-03-30 14:12:10.685406,2026-03-30 15:42:03.460195,0 days 01:29:52.774789,0.05341693034400051,0.34200783156452363,1.3366713260686387,0.31648275882438764,0.24549393093657793,0.0033105287891023434,0.7631276208963492,0.22213840876576496,0.043823953632601644,0.11895875974048095,0.05886294505498724,0.756614406462534,0.6788895516248803,2.002493058037825,1.699671714818082e-05,COMPLETE
82,0.961427455383423,2026-03-30 15:42:03.476701,2026-03-30 16:01:17.613370,0 days 00:19:14.136669,0.058037933292385706,0.3448041417873752,1.3533060032218494,0.34908983653801595,0.2387554579847512,0.002810385021108062,0.7548445259679373,0.2399826337259619,0.04010591931080758,0.1182820050087822,0.04577326885932491,0.7588783297637317,0.6383348133210315,1.6056774439143096,1.7527637474251314e-05,COMPLETE
83,0.9513448355876941,2026-03-30 16:01:17.629278,2026-03-30 16:20:17.393311,0 days 00:18:59.764033,0.06557287468163825,0.3433951278567021,1.385764357207613,0.34626873471161446,0.2321843061691732,0.0025831249186898573,0.7519385554974632,0.2403077445143149,0.04267594275747497,0.12234191708409993,0.04918121471819918,0.7595621578582161,0.6872704873696182,1.5478683732172478,2.3558806387389138e-05,COMPLETE
84,0.9606058435095097,2026-03-30 16:20:17.408944,2026-03-30 16:39:15.186688,0 days 00:18:57.777744,0.05764128086923919,0.3572795287648025,1.3446168016764606,0.3213584189704161,0.24309935066223412,0.003927648654786418,0.7666126587170564,0.2809116171643736,0.04975715319370598,0.15563109383735918,0.03274006239635567,0.7671406578877072,0.6340907847476621,1.6748816630700298,2.9202529993326972e-05,COMPLETE
85,0.9571363057974597,2026-03-30 16:39:15.186688,2026-03-30 16:58:15.189447,0 days 00:19:00.002759,0.06052322322672717,0.38363452393446734,1.343361885683977,0.3254315668193328,0.21713679374818165,0.0037079549328087364,0.42506505126665517,0.2808259734498003,0.04997657246960145,0.14972424996019768,0.02719127042664706,0.7744765770701859,0.6377217189503122,1.6042099390076716,2.8745107121166416e-05,COMPLETE
86,0.9600309867956102,2026-03-30 16:58:15.197837,2026-03-30 17:17:19.639139,0 days 00:19:04.441302,0.05822570669630579,0.35551329633785117,1.3609823867036723,0.3638117352817261,0.20300930353675384,0.0036884802376809887,0.733993844645588,0.26776604796427417,0.04031462044605583,0.15802991885950385,0.03912538329786866,0.7948427860716977,0.6743720527403556,2.01272399101313,1.7782360750769342e-05,COMPLETE
87,0.9579806898525838,2026-03-30 17:17:19.649140,2026-03-30 17:36:16.673954,0 days 00:18:57.024814,0.06266161791967124,0.371117531728435,1.4473748980798393,0.3835742895542318,0.24183463186166237,0.0014676601884388075,0.7643546914536454,0.22783241067933527,0.027352654603429838,0.1719689184919636,0.009434891703572923,0.7658476388912105,0.619853247037772,1.7375929776485506,9.136113114030225e-05,COMPLETE
88,0.9523511187444894,2026-03-30 17:36:16.673954,2026-03-30 17:55:23.674519,0 days 00:19:07.000565,0.05275654368958953,0.3352355118322106,1.3163712940430834,0.349424753403789,0.2571428114185144,0.009010333916810795,0.7830637371949541,0.29486096944077084,0.034698083667103564,0.13791609890538353,0.022569084050087982,0.7519098993806844,0.6588443637365621,1.6483893042611166,5.3434779726390195e-05,COMPLETE
89,0.9490531571748071,2026-03-30 17:55:23.707645,2026-03-30 18:14:57.935957,0 days 00:19:34.228312,0.05658622934404114,0.41980395773705126,1.4157794648311464,0.3221705810531709,0.18358698591825814,0.007302640173446763,0.750781854830805,0.32776603658241144,0.042657412937882944,0.3328276065983088,0.03730353680483749,0.7816512691045565,0.6445955391243474,1.8447924973127987,7.334426970071493e-05,COMPLETE
90,0.9546034602385057,2026-03-30 18:14:57.959754,2026-03-30 18:34:29.220916,0 days 00:19:31.261162,0.14847248149041467,0.39984859077366774,1.401692790743744,0.3403236592869814,0.24897953484700913,0.006233975615004484,0.7998781331470162,0.3768862983706396,0.029233424029890542,0.12090237328297875,0.055509059756882306,0.8618241971594717,0.6840014652015001,1.4193891807069452,3.1731791837716536e-05,COMPLETE
91,0.9624129447769737,2026-03-30 18:34:29.226326,2026-03-30 18:53:58.749856,0 days 00:19:29.523530,0.10530725015774198,0.328568363997373,1.291109731095742,0.30926568066155236,0.2279755435290822,0.004826552284552978,0.7760849505597519,0.2595701174749598,0.001135649890180232,0.09234291306453456,0.06494199117918308,0.7653791134535027,0.7036051921395591,1.7254757412408757,1.989427002217661e-05,COMPLETE
92,0.9542293460875513,2026-03-30 18:53:58.762859,2026-03-30 19:13:21.289072,0 days 00:19:22.526213,0.1040788026063699,0.3246144370450456,1.3404586953322548,0.31243700785089396,0.22125679690422373,0.0004153097190058089,0.760251166344659,0.2454096199176539,0.0013160243949181393,0.0992716401826012,0.06461458309396434,0.7861915021328701,0.7194950535849749,1.7354774207118477,1.9724564894042787e-05,COMPLETE
93,0.9583779596409969,2026-03-30 19:13:21.289072,2026-03-30 19:32:16.587028,0 days 00:18:55.297956,0.0964240166021485,0.34828925041244346,1.2936145327029527,0.334590023114933,0.22893510921110288,0.004962709710025046,0.7168356420451101,0.2741479094969339,0.0019579718600395454,0.0894201078387309,0.04869497816704627,0.7678562028188614,0.7383584496683698,1.523106346282338,6.281428344423922e-05,COMPLETE
94,0.9546995056359667,2026-03-30 19:32:16.604240,2026-03-30 20:09:36.565112,0 days 00:37:19.960872,0.05126831040599823,0.3023705413707899,1.272210727999222,0.3082418162019075,0.2387984078611851,0.003316404172426059,0.7838511471034245,0.2588433090087795,0.03536590160206818,0.1162894634788986,0.04327915856069019,0.9149739740909478,0.7076782973349116,1.9259327023125132,1.56582237500984e-05,COMPLETE
95,0.9576057113406349,2026-03-30 20:09:36.578504,2026-03-30 20:28:20.625168,0 days 00:18:44.046664,0.05677847495815034,0.2945353488121375,1.3667370454860912,0.30103249500963386,0.2651128387889549,0.0058374185838153,0.7745432232245004,0.21605549157531345,0.014394178880446315,0.1050435484321245,0.05572320019281793,0.8345353719505512,0.7031857154882983,1.806315555869036,3.849936427488615e-05,COMPLETE
96,0.947814450864534,2026-03-30 20:28:20.625168,2026-03-30 20:47:18.666121,0 days 00:18:58.040953,0.06843589142860192,0.3581700813528363,1.3198816271968064,0.529579916796844,0.24657510955524162,0.0017009742040289175,0.6038547074498448,0.30328740957520617,0.0009651457312202309,0.12969903484794498,0.06584999945112306,0.75951046089974,0.6660061800690761,2.0728771398773684,2.2940202064753805e-05,COMPLETE
97,0.9556561187557456,2026-03-30 20:47:18.666121,2026-03-30 21:06:23.477132,0 days 00:19:04.811011,0.07976623691884374,0.3281136344889292,1.3522104025247763,0.3199070341605512,0.2126050852406492,0.009724733998774509,0.7317918418449894,0.2380755396735401,0.022491313428316676,0.09218458185950551,0.033986279186752504,0.7294314618301662,0.627934754099506,2.187913452671005,1.686880683439892e-05,COMPLETE
98,0.9531539265857208,2026-03-30 21:06:23.488018,2026-03-30 21:25:27.165314,0 days 00:19:03.677296,0.10039965979255566,0.27651290242956533,1.4447345433074137,0.3288399208130767,0.2559384718376496,0.007588202902133671,0.741769870577327,0.3497965760203646,0.01730458109031834,0.07760230625173622,0.07441444764111449,0.7443576982813401,0.6153851298812741,1.6747520177981197,1.9334728602366152e-05,COMPLETE
99,0.9597545988710793,2026-03-30 21:25:27.173318,2026-03-30 21:44:30.368223,0 days 00:19:03.194905,0.061291833904679474,0.3131900863568837,1.1916823719067673,0.39641094759533285,0.16551383376054962,0.011392957073829457,0.6740258663739203,0.20104655309619288,0.02526589660248465,0.15902577561644088,0.1726545244833383,0.7742524921441917,0.6519772708081183,1.9842380270045987,2.815719740942481e-05,COMPLETE
